code,ticker,name,sector,industry,quote_type,signal_month,status,months_active,rsi14,rsi5,diff,gc_month,gc_price,signal_month_close,current_price,change_from_signal_month_pct,return_since_gc_pct,per,forward_per,pbr,book_value,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,cosmos_focus,cosmos_focus_type
3097,3097.T,物語コーポレーション,,,,2026-06,NEW,1,60.7,60.95,0.25,2026-06,4755.0,4755.0,5200.0,9.36,9.36,28.57,25.52,4.51,1152.15,77.0,20.89,18.08,9.45,5.27,9.18,21.8,30.7,1.24,1.04,41.11,54.41,1996.82,2018.66,,,160.98,182.17,169.05,-0.17,38.4,92.0,2026-08-10,2026-08-10,2026-08-10,2026-06-29,2026-06-29,False,
3457,3457.T,ＡｎｄＤｏホールディングス,,,,2026-06,CONTINUE,5,18.44,18.7,0.25,2026-02,1132.0,945.0,932.0,-1.38,-17.67,14.22,8.9,0.97,961.31,4.94,68.7,12.43,1.8,4.0,6.03,19.7,179.1,1.68,0.44,241.13,25.64,186.11,520.34,,,128.64,462.87,30.48,0.18,19.97,92.0,,2025-08-12,2025-08-18,2026-06-29,2026-06-29,False,
6055,6055.T,ジャパンマテリアル,,,,2026-06,CONTINUE,2,69.36,69.61,0.25,2026-05,2053.0,2570.0,2253.0,-12.33,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
1878,1878.T,大東建託,,,,2026-06,CONTINUE,8,48.38,48.61,0.23,2025-11,2986.0,3104.0,3227.0,3.96,8.07,10.8,2.31,2.12,1524.34,5.05,50.31,20.54,6.53,4.99,5.3,12.7,35.4,2.19,1.15,47.16,36.3,10501.33,10088.12,404.9,-86.55,2763.35,2341.72,1559.24,0.16,325.42,100.0,2026-07-31,2026-07-31,2026-07-31,2026-09-29,2027-03-30,False,
7384,7384.T,プロクレアホールディングス,,,,2026-06,CONTINUE,11,86.18,86.4,0.22,2025-08,1710.0,3720.0,3860.0,3.76,125.73,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
5310,5310.T,東洋炭素,,,,2026-06,CONTINUE,2,69.56,69.76,0.2,2026-05,7560.0,7360.0,6480.0,-11.96,-14.29,24.88,14.13,1.42,4568.0,2.24,55.65,5.13,2.86,10.59,5.98,-7.8,-52.3,3.51,1.73,6.24,82.68,1359.0,1257.79,,,161.63,59.82,106.76,0.59,20.97,92.0,,2025-08-05,2025-08-12,2026-12-29,2026-12-29,False,
3445,3445.T,ＲＳ   Ｔｅｃｈｎｏｌｏｇｉｅｓ,,,,2026-06,CONTINUE,3,84.96,85.14,0.18,2026-04,5990.0,7280.0,6450.0,-11.4,7.68,18.42,18.0,2.02,3188.48,85.0,12.86,8.76,4.92,12.15,18.96,8.7,11.8,4.67,4.1,8.06,39.09,1715.46,1682.38,,,936.71,130.67,207.95,1.19,26.6,92.0,,2025-08-07,2025-08-12,2026-12-29,2026-12-29,True,BOTH
6737,6737.T,ＥＩＺＯ,,,,2026-06,NEW,1,64.45,64.61,0.16,2026-06,2488.0,2488.0,2610.0,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6197,6197.T,ソラスト,,,,2026-06,CONTINUE,11,94.78,94.93,0.15,2025-08,479.0,1110.0,1113.0,0.27,132.36,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
9301,9301.T,三菱倉庫,,,,2026-06,CONTINUE,6,74.87,75.0,0.13,2026-01,1319.5,1543.5,1561.5,1.17,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
2491,2491.T,バリューコマース,,,,2026-06,NEW,1,17.67,17.79,0.12,2026-06,455.0,455.0,462.0,1.54,1.54,20.53,3.95,0.82,561.9,3.46,217.58,3.89,6.42,2.02,-10.52,-58.8,,3.94,3.86,,75.46,100.14,-10.12,19.23,1.75,110.26,0.0,22.27,0.14,21.68,92.0,2026-07-29,2026-07-29,2026-07-29,2026-12-29,2026-12-29,False,
3405,3405.T,クラレ,,,,2026-06,CONTINUE,5,50.2,50.3,0.1,2026-02,1845.5,1668.0,1774.0,6.35,-3.87,75.2,9.42,0.72,2458.19,3.04,228.81,,,0.4,7.4,3.1,-30.9,2.49,1.18,39.77,56.99,5345.01,7392.03,,,1070.49,2994.34,1402.68,0.04,301.3,84.0,2026-08-07,2026-08-07,2026-08-07,2026-12-29,2026-12-29,False,
5801,5801.T,古河電気工業,,,,2026-06,CONTINUE,6,88.92,89.0,0.08,2026-01,1353.0,4730.0,3262.0,-31.04,141.09,31.65,11.0,5.5,592.82,67.0,20.38,18.77,3.89,5.55,8.01,12.2,118.0,1.39,0.78,75.68,39.11,22948.11,25713.8,281.16,50.91,709.72,3293.63,1070.75,1.17,703.5,100.0,2026-08-06,2026-08-06,2026-08-06,2026-09-29,2027-03-30,False,
166A,166A.T,タスキホールディングス,,,,2026-06,NEW,1,76.5,76.56,0.06,2026-06,1199.0,1199.0,1085.0,-9.51,-9.51,11.88,,2.1,515.81,3.69,56.93,,,6.3,13.58,117.6,258.6,4.32,0.92,204.32,38.35,669.67,1152.38,-248.15,,212.45,680.48,105.89,-0.19,61.72,84.0,,2025-05-13,2025-05-13,2026-09-29,2026-09-29,False,
3180,3180.T,ビューティガレージ,,,,2026-06,NEW,1,48.43,48.49,0.06,2026-06,1447.0,1447.0,1481.0,2.35,2.35,19.92,13.56,2.22,667.27,1.22,21.51,11.9,5.46,2.39,6.02,11.8,-7.7,1.95,1.18,34.66,46.92,185.79,183.62,5.53,-12.24,35.36,30.09,19.32,0.55,12.55,100.0,,2025-06-09,2025-06-09,2026-10-29,2027-04-28,False,
6758,6758.T,ソニーグループ,,,,2026-06,NEW,1,42.77,42.83,0.06,2026-06,3280.0,3280.0,3470.0,5.79,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
7630,7630.T,壱番屋,,,,2026-06,NEW,1,39.95,40.0,0.05,2026-06,876.0,876.0,910.0,3.88,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
